metric,grouping,better,group_channel,n,n_pos,n_neg,n_zero,n_nan,win_rate,p_sign,ci_lo,ci_hi,median,q1,q3,iqr,min,max,group_assignment,group_scheduler
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,56.92688192738825,55.12987973156914,57.507206337589345,2.3773266060202047,51.47428124539921,57.512771466905235,cmax,
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,41.295658165213155,40.96887715767135,41.36819867244999,0.39932151477864153,40.03169281987589,41.542661509330586,cmin,
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,55.13023880582589,52.33796186877051,59.307778234475855,6.969816365705341,50.7235022044347,65.07802537359542,comp,
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,41.39804768444845,40.877728099667216,42.274763153986385,1.3970350543191685,40.56460145964166,43.657077448282045,expn,
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,43.060790735871414,41.477213780856815,44.644367690886014,3.1671539100291994,41.477213780856815,44.644367690886014,fifo,
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,44.46762369015184,43.427958833345976,45.35769232394791,1.929733490601933,42.443987687568,45.89287480069651,map,
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,44.81459142673678,43.436399105655106,45.97314566003431,2.5367465543792065,42.44397713176981,46.30665337056714,map_rank,
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,44.53857554270756,43.73654958095979,45.66841705749498,1.9318674765351886,43.58273902620512,46.80567427136858,rank_cartlabor,
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,44.81482858570527,43.77700472704965,45.86510959574026,2.088104868690607,43.60462276266777,46.0748630142602,rank_labor,
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,43.1474378297566,42.46367079243941,43.86815347097769,1.4044826785382796,41.9720802847014,44.470589790427404,rank_maxlabor,
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,54.11345111333111,53.18957843516573,54.828638186251695,1.6390597510859664,51.90464856860143,55.4875112370816,rank_minlabor,
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,44.157153984748994,42.775400712497905,45.65369889784538,2.878298185347475,42.16850982107697,46.60496471180222,rank_popularity,
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,43.7588124797122,41.757247077634034,45.905991750709624,4.148744673075591,41.6332568067109,46.46682362839054,rank_random,
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,43.766051546494495,43.31787243238462,44.16312389499506,0.8452514626104417,42.135202873182756,45.19247315736895,tmax,
auc_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,44.13244638343222,43.475757733780966,44.943013039086324,1.4672553053053576,43.35359772287916,45.5268070679967,tmin,
auc_gain_vs_ref_pct,channel_x_rule,higher,,136,136,0,0,0,1.0,1.1479437019748901e-41,0.9782133893889967,1.0,30.556368195366165,5.475975658873405,44.85613581334508,39.380160154471675,4.6518738461648415,65.07802537359542,,
auc_gain_vs_ref_pct,scheduler,higher,,136,136,0,0,0,1.0,1.1479437019748901e-41,0.9782133893889967,1.0,30.556368195366165,5.475975658873405,44.85613581334508,39.380160154471675,4.6518738461648415,65.07802537359542,,lpt
